text,transitivity,gpt_transitivity,causativity,gpt_causativity,subject_animacy,gpt_subject_animacy,subject_role,gpt_subject_role,gpt_subject,gpt_verb,gpt_object
"This quiet story, based on Elizabeth Strout's novel, might never have aired without Winfrey's name. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,"This quiet story, based on Elizabeth Strout's novel",aired,
So nervous were MTV and VH1 last week that they aired the video for MADONNA's What It Feels Like for a Girl only once -- and late at night.,transitive,transitive,causative,causative,animate,animate,agent,agent,MTV and VH1,aired,the video for MADONNA's What It Feels Like for a Girl
"O.K., but who's insisting that the TV folk answer for airing this stuff ad nauseam and without balance? ",transitive,transitive,causative,causative,animate,animate,agent,agent,the TV folk,airing,this stuff
"Perhaps because there are so many women, and quite a few men, who can identify with at least one of them, Satellite Sisters has become a surprise hit, currently airing in 70 markets, up from 19 in 2000.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Satellite Sisters,airing,
"You must keep the audience there until 11.45 or 12 o'clock, after it's been aired nationally. ",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,it,aired,
Next month we'll be airing the Danger Dog Easter Special.,transitive,transitive,causative,causative,animate,animate,agent,agent,we,airing,the Danger Dog Easter Special
"The bad old days of Hurricanes hockey, when the radio broadcast of a Detroit-Carolina game in 1999 was aired on tape delay because East Carolina was playing in the Mobile Alabama Bowl, are history, as fans flock to the sport that is the NASCAR of the North.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,the radio broadcast of a Detroit-Carolina game in 1999,aired,
"And both, says My Wife co-executive producer Eric Gold, might never have aired if not for the 1999 N.A.A.C.P. protests over TV's lack of minorities: [...]",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,both,aired,
"In an interview with Dan Rather that aired on CBS, the Chicks announced that by their math, Sony had made $200 million off them but that individually they had yet to gross seven figures.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,an interview with Dan Rather,aired,
"The network exercised a clause that gave it the right to rerun the show, and it's now airing Monk repeats Tuesdays at 9 p.m. E.T.",transitive,intransitive,causative,anticausative,animate,inanimate,agent,patient,it,airing,
"In 1969, when PBS aired the Forsyte Saga [...]",transitive,transitive,causative,causative,animate,animate,agent,agent,PBS,aired,the Forsyte Saga
"Aspiring Garths and Shanias must perform original songs and share a house in Nashville on this country-music show, which airs early next year on USA.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,this country-music show,airs,
"A new audiotape aired by an Arab TV network in mid October appears to contain bin Laden's voice urging young people in Iraq and neighboring countries to join in holy war against the American "" crusaders. "" ",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,a new audiotape,aired,
"Al-Zawahiri, in the latest video aired by Al-Jazeera on Friday, warned of new attacks.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,video,aired,
"ABC, a major-network also-ran, wants the show that earns its highest ratings and biggest ad income to be aired during the February sweeps month.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,the show that earns its highest ratings and biggest ad income,aired,
(Imagine if HBO had been airing The Sopranos.),transitive,transitive,causative,causative,animate,animate,agent,agent,HBO,airing,The Sopranos
"A Late Show with David Letterman segment called "" George W. Bush Invigorates America's Youth, "" which aired last week, showed TYLER CROTTY, the son of a Bush donor, fidgeting, yawning and checking his watch as the President gave a lengthy speech in Orlando, Fla., last month. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,"A Late Show with David Letterman segment called ""George W. Bush Invigorates America's Youth""",aired,
"The answers in the pages that follow, and in the broadcasts airing this week, will surprise and, we hope, inspire you.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,the broadcasts,airing,
"At least once he came up with the goods: a seven-hour al-Qaeda training video, parts of which aired in January 2002 on CBS's 60 Minutes.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,parts of which,aired,
"The morning the show aired, CBS staff members had shown copies of the memos to Dan Bartlett, the White House communications director.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the show,aired,
"Even Lifetime ("" Television for Women "") now airs a series called How Clean Is Your House? Meet theTV women of fall 2004: damned if they dust, damned if they don't",transitive,transitive,causative,causative,animate,inanimate,agent,agent,"Lifetime (""Television for Women"")",airs,a series called How Clean Is Your House?
"In the episode, which aired last week, Sykes was trained by Diamond, a young hooker with a heart of gold.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,which,aired,
"Three days later, the footage aired around the world -- and the damage was done.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the footage,aired,
They smiled and peppered her with questions about the new episodes on the Cold War that would be aired.,intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,that,aired,
A Compass network executive revealed that among the chilling Cold War situations to be aired was that of a leading CIA official's illegal tampering with presidential politics,intransitive,intransitive,causative,anticausative,inanimate,animate,patient,agent,that,aired,
"She had, herself, been in graduate school when the PBS series with Bill Moyers had aired, and gotten together every Tuesday night with a group of women from her Mind, Brain, and Violence Seminar to watch it.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the PBS series with Bill Moyers,aired,
"The film was co-written and directed by Daniel Percival, a one-man VSDM industry; he also created Smallpox, a chilling mockumentary that aired this month on FX.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,a chilling mockumentary,aired,
""" I seek justice, "" said King, disputing ESPN's SportsCentury profile of him, aired last May, which called the boxing promoter a "" snake-oil salesman "" and "" shameless huckster. "" ",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,profile,aired,
"You know, I've been a huge Trekkie ever since the show first aired. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the show,aired,
The interview had only aired that day.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The interview,aired,
"And even though Ellen had already watched her legendary uncle's late night talk show when it aired, she knew he wouldn't appreciate her reading while his face was on the screen.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,aired,
"So Why We Fight was out, because it had aired on the BBC (which co-produced it).",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,aired,
"It used to be that hit shows aired once or twice on a TV network, then had an afterlife in seemingly endless reruns on local stations or down-the-dial cable outfits.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,hit shows,aired,
"Today, however, series such as Lost, Battlestar Galactica and The Office are treated to multiformat distribution: they are sold as downloads or video-on- demand, cut and clipped for cell phones and marketed via online video blogs or audio podcasts, sometimes hours after they air on television.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,they,air,
"2 million Viewers who watched the first day of the 2006 NCAA basketball tournament online, the first time CBS has aired games free on the Net",transitive,transitive,causative,causative,animate,animate,agent,agent,CBS,aired,games
"NBC has ambitious plans for American telenovelas, with a two-year deal to option all the novelas aired on its sister network Telemundo, which is also owned by parent company General Electric.",intransitive,transitive,causative,causative,inanimate,animate,patient,agent,NBC,aired,all the novelas
"Worth in excess of $90 million, he has already invested more than $1.5 million of his own money, much of which has paid for radio and TV ads; Lamont says he'll start airing a bio ad this week introducing himself to voters.",transitive,transitive,causative,causative,animate,animate,agent,agent,he,airing,a bio ad
""" What you have witnessed now is only the beginning of a string of attacks that will continue and become stronger. "" -- SHEHZAD TANWEER, one of the four suicide bombers who struck London on July 7, 2005, on a video recorded before the assault and aired by al-Jazeera last week on the first anniversary of the attack",intransitive,transitive,causative,causative,inanimate,animate,patient,agent,al-Jazeera,aired,a video
"Later he told quirky stories in a then rare casual style on Ralph Story's Los Angeles, an Emmy-winning series that examined life in the city and aired for six years.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,an Emmy-winning series,aired,
"Shahi portrays L.A.'s hottest lesbian DJ on The L Word, now airing on Showtime, but on March 28, she'll join the faculty of NBC's Teachers.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The L Word,airing,
Season 2 of The Andy Milonakis Show is currently airing on MTV.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,Season 2 of The Andy Milonakis Show,airing,
"But when the show aired that night, it started with an announcement: [...]",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,the show,aired,
"Breaking news, the thinking went, could then be rushed to a TV station and aired immediately. ",intransitive,transitive,anticausative,causative,inanimate,inanimate,patient,agent,breaking news,aired,immediately
"At Iraq's national station, Al Iraqiya, located within Baghdad's old Jewish ghetto, an English-speaking commercial director said he could air the spot during the station's nightly news, the most expensive time, for only $2,000. ",transitive,transitive,causative,causative,animate,animate,agent,agent,he,air,the spot
"The amount Lincoln Group was charging the military for developing, producing, and airing each commercial had already been determined: just over $1 million.",transitive,transitive,causative,causative,animate,animate,agent,agent,Lincoln Group,airing,each commercial
"I kept quiet, and Ahmed proposed that Al Iraqiya consider airing the footage from our Iraqi reporters.",transitive,transitive,causative,causative,animate,animate,agent,agent,Al Iraqiya,airing,the footage from our Iraqi reporters
"As a trial, ABC released free downloads of a few popular shows such as Desperate Housewives and Lost the day after they aired, with ads.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,they,aired,
"Even so... Judge, the v-video was aired without a context, so it does not represent the truth.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,the video,aired,
"Your honor, this was an extremely embarrassing event, aired worldwide on a web site, absent the context that occasioned it. ",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,this,aired,
"It's true that we worked on this for over a year, and George Lucas had never seen it until the weekend before it aired on TV.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,aired,
"By the time the update aired on the eleven o'clock news, the green car had been destroyed.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,the update,aired,
"The two participate in many aspects of the organization, including underwater expeditions (aired on the PBS series Jean-Michel Cousteau: Ocean Adventures) and an educational program in environmental awareness for children in five countries.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,underwater expeditions,aired,
"As described in his documentary Shark: Mind of a Demon With Fabien Cousteau, which aired on CBS in 2006, Fabien wanted to go beyond the barrier of the cage, in the spirit of Dian Fossey and Jane Goodall.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,which,aired,
"On September 23, PBS will begin airing The War, a 14-hour documentary by filmmaker Ken Burns about the Second World War.",transitive,transitive,causative,causative,animate,animate,agent,agent,PBS,airing,"The War, a 14-hour documentary by filmmaker Ken Burns about the Second World War"
"I notice that Showtime is airing Basic Instinct 2, and Sharon Stone suddenly strikes me as the human equivalent of the'' 57 Plymouth: an iconic creation that was once glamorous and futuristic but that now only reminds us of a slightly better, slightly weirder past (particularly during moments when we try to jam her back into the living present). ",transitive,transitive,causative,causative,animate,animate,agent,agent,Showtime,airing,Basic Instinct 2
And the show hadn't even aired yet.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the show,aired,
"A month ago, she'd been nobody, with a grand total of eight subscribers to her blog. After this aired, her face and name would be recognized by everyone in America who owned a television or read the newspapers.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,this,aired,
"She was a reality television star-or would be, once this aired.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,this,aired,
Wouldn't want your boyfriend back home to see this when it airs and get jealous.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,it,airs,
Anybody in Metabolife's spot will try to spin or even kill a story before it's aired or published. ,intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,a story,aired,
"He turned to the Wall Street Journal's Detroit bureau, promising the newspaper an exclusive on the embezzlement and blackmail scheme if the paper would run its story before 60 Minutes could air its report.",transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,60 Minutes,air,its report
"Of the record 22 presidential debates televised through the Super Tuesday primaries in March, just two aired on a broadcast network, and neither in prime time. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,two,aired,
"During the height of the current primary season, by contrast, ABC, NBC, and CBS aired a nightly average of just half a minute of candidate discourse.",transitive,transitive,causative,causative,animate,animate,agent,agent,"ABC, NBC, and CBS",aired,a nightly average of just half a minute of candidate discourse
Local stations aired even less.,intransitive,transitive,causative,causative,animate,animate,agent,agent,Local stations,aired,even less
"On October 13, with the congressional elections approaching fast, ABC's PrimeTime Live aired an examination of the SSI program.",transitive,transitive,causative,causative,inanimate,animate,agent,agent,ABC's PrimeTime Live,aired,an examination of the SSI program
(The film version will be aired on PBS in the fall.),intransitive,transitive,causative,causative,inanimate,inanimate,patient,agent,The film version,aired,on PBS in the fall
"With only 13 episodes aired so far, The Sopranos is HBO's most-watched series ever.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,13 episodes,aired,
"The show is already airing in the U.K., Australia and France, and will debut this spring in Germany and Italy, where one of the new season's episodes was filmed. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The show,airing,
"At the moment, though, both Bush and Gore are wooing women in every way they can: the words they use, the issues they emphasize, the audiences they choose to appear before and the ads they air. ",transitive,transitive,causative,causative,animate,animate,agent,agent,they,air,the ads
"Unlike other Arab-language stations, the station airs them live without any delaying mechanism for screening out politically embarrassing questions.",transitive,transitive,causative,causative,animate,inanimate,agent,agent,the station,airs,them
"It helps that kids enjoy a wide variety of musical styles, from reggae to salsa. P.J. Swift, former producer of Pickleberry Pie, a children's music program that once aired on 80 public radio stations, says Sesame Street has played a key role in expanding early musical tastes.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,a children's music program,aired,
""" School is an artificial environment, "" says Vicki Brady, a mother in Idaho Springs, Colo., who teaches her seven children and also airs a national homeschooling radio show.",transitive,transitive,causative,causative,animate,animate,agent,agent,"a mother in Idaho Springs, Colo.",airs,a national homeschooling radio show
"The WB network last spring postponed, but eventually aired, a segment of "" Buffy the Vampire Slayer "" that featured an attack on a high school.",transitive,transitive,causative,causative,animate,animate,agent,agent,The WB network,aired,"a segment of ""Buffy the Vampire Slayer"""
"Ten years later, with reruns airing on Bravo, cast members look back fondly on their "" something years, but they've also moved on. "" ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,reruns,airing,
"The Beat aired nine games on Fox Sports Net, which doesn't release ratings figures.",transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,The Beat,aired,nine games
""" El Show de Olga y Tony "" regularly aired twice a week on Tele-Miami.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,El Show de Olga y Tony,aired,
"In addition to his writing, he was a consultant for Ken Burns' documentary on Jefferson, which aired in 1997.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,which,aired,
"Dobbs certainly wasn't worrying about high expectations, fueled in part by some tongue-in-cheek promotions that aired incessantly on his network. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,promotions,aired,
"The Golf Channel, which is airing a dozen tournaments in 2001, won't have any PGA Tour events but does get exclusive rights to the Buy.com Tour. ",transitive,transitive,causative,causative,animate,animate,agent,agent,The Golf Channel,airing,a dozen tournaments
"With that, Rather signed off the special report, and CBS began airing the latest edition of "" Big Brother. """,transitive,transitive,causative,causative,animate,inanimate,agent,agent,CBS,airing,"the latest edition of ""Big Brother"""
The first episode aired Monday night.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,The first episode,aired,
"But his show, which airs nightly at 9 p.m. ET, is a popular stop for newsmakers.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,show,airs,
The cable television channel broadcasts a mix of original programing and shows that originally aired on the ABC network.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,shows,aired,
"The 15-second spot promoting Zahn's morning news show aired about a dozen times on CNN on Jan. 5 and Jan. 6, the network said.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The 15-second spot promoting Zahn's morning news show,aired,
""" NOW with Bill Moyers "" will begin Jan. 18, airing after "" Wall $ treet Week with Louis Rukeyser. "" ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,NOW with Bill Moyers,airing,
"The Federal Communications Commission has dropped a $ 7,000 fine imposed on a radio station after it aired an edited song by rapper Eminem.",transitive,transitive,causative,causative,animate,animate,agent,agent,a radio station,aired,an edited song by rapper Eminem
"KKMG-FM was fined in July for airing the edited version of Eminem's "" The Real Slim Shady. """,transitive,transitive,causative,causative,animate,animate,agent,agent,KKMG-FM,airing,"the edited version of Eminem's ""The Real Slim Shady"""
"Well, the day after my first promo aired, the New York Daily News bannered my new mug across the top of its front page under the headline "" Foxy Babe. "" ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,my first promo,aired,
"There's an evolution under way in how hour-long shows' plots unfold (watching the "" story arc "" reruns of, say, NYPD Blue, usually aired out of order, now seems antiquated to the point of absurdity), and summer programming makes this sun-glaringly clear. ",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,NYPD Blue,aired,
"She starred in her own network TV special, which aired Christmas night opposite Rudolph the Red-Nosed Reindeer and a Los Angeles Lakers-Sacramento Kings game.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,which,aired,
NBC affiliates objected in 2000 when the network insisted they air the first game in baseball's American League Division Series instead of the first presidential debate between George Bush and Al Gore. ,transitive,transitive,causative,causative,animate,animate,agent,agent,they,air,the first game in baseball's American League Division Series
"CBS stations cried foul last fall when the network wanted to air the Victoria's Secret Fashion Show at 8 p.m., a time lots of kids typically watch TV. ",transitive,transitive,causative,causative,animate,animate,agent,agent,the network,air,the Victoria's Secret Fashion Show
"Independent studios provided just 17 hours of the primetime fare at the beginning of this season vs. nearly 47 hours a decade ago, before the federal government allowed broadcasters to own shows they air.",transitive,transitive,causative,causative,animate,animate,agent,agent,they,air,shows
They cite an FCC study finding that network-owned stations in 2000 aired more local news and beat affiliates in journalism awards. ,transitive,transitive,causative,causative,animate,animate,agent,agent,stations,aired,more local news
"Usually, we have everything figured out in advance, including having a network that wants to air the show.",transitive,transitive,causative,causative,animate,animate,agent,agent,a network,air,the show
"What "" The Simpsons, "" which recently aired its 300th episode on Fox, represents is nothing less than a glimpse at the complex human condition, how we live now and make our way morally in an often confusing world.",transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,The Simpsons,aired,its 300th episode
"And he enjoys the attention, such as the profile on him that College Sports Television is airing throughout this month.",transitive,transitive,causative,causative,animate,animate,agent,agent,College Sports Television,airing,the profile on him
"Siler City's lone radio station aired complaints about the newcomers on morning talk shows, but turned the airwaves over to Spanish-language music and programming in the evening.",transitive,transitive,causative,causative,animate,inanimate,agent,agent,Siler City's lone radio station,aired,complaints about the newcomers
It came just weeks after Rather was forced to make an on-air apology after airing a story about holes in President Bush's National Guard duty that was apparently based on phony documents.,transitive,transitive,causative,causative,animate,animate,agent,agent,Rather,airing,a story
"Sit Where I Want, an exploration of racial integration in a New York State high school that aired on cable television last May, on the fiftieth anniversary of Brown v. Board of Education.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,an exploration of racial integration in a New York State high school,aired,
"Tillman sacrificed millions of dollars, a successful career in football and ultimately his life for you and me, and you have the audacity to turn off the TV when his tribute is aired?",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,tribute,aired,
"The interview that aired Feb. 16 didn't top' CSI: Miami' in the ratings for the night, but it did come in second with 17.1 million viewers.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The interview,aired,
"July 5 The 50th anniversary of Elvis' first commercial recording will be celebrated throughout Memphis, notably at Sun Studios and Graceland. A' Global Moment in Time (10 a.m. Mountain Time, 11 a.m. Central) will see radio stations and Hard Rock Cafes simultaneously air a broadcast from Sun of' That's All Right (Mama).",transitive,transitive,causative,causative,animate,inanimate,agent,agent,radio stations and Hard Rock Cafes,air,a broadcast from Sun of 'That's All Right (Mama)'
"The schlocky made-for-cable drama, which aired on USA Network, was a weak heir to the 1970s network hit CHiPs, with cops riding bicycles instead of motorcycles. ",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,The schlocky made-for-cable drama,aired,
"HBO airs no ads, and cable channels get a second income stream from local operators.",transitive,transitive,causative,causative,animate,animate,agent,agent,HBO,airs,no ads
"The show was a hit, accumulating 30 million viewers as each segment aired six times.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,each segment,aired,
"We hustled him out of there, but not before the challenge was captured on film by Grimland TV, which aired it that night.",transitive,transitive,causative,causative,animate,animate,agent,agent,Grimland TV,aired,it
"Iger made TV shows such as Lost and Desperate Housewives available for downloading off Apple's iTunes Internet service the day after they air on ABC, which also could be done with movies, although there is no indication that is part of his plan.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,they,air,
ESPN recently aired a series that ranked the 2005 USC team among the greatest of the last half-century. ,transitive,transitive,causative,causative,animate,animate,agent,agent,ESPN,aired,a series
"Hanauer and his staff were in immediate contact with Real's promotional group in Spain, where Beckham and other Real stars were put in a television studio for video promotions that have aired in Seattle.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,promotions,aired,
"The show has had about 150,000 downloads and caught the eye of a radio producer at Infinity Broadcasting, which aired the show at 11 p.m. last Saturday on KIFR-FM, which calls itself 106.9 Free.",transitive,transitive,causative,causative,animate,animate,agent,agent,Infinity Broadcasting,aired,the show
In case anyone was wondering whether Armstrong was trying to distance himself from some of the material in his ESPY Awards monologue from the program that aired Sunday.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the program,aired,
"CBS aired a 9/11 special that included curse words, even though it would invite clamoring for FCC fines. ",transitive,transitive,causative,causative,animate,animate,agent,agent,CBS,aired,a 9/11 special that included curse words
"This became apparent in 1989, when CBS? s 60 Minutes aired a report about Alar, a pesticide that the government kept on the market even though it was a probable human carcinogen.",transitive,transitive,causative,causative,inanimate,animate,agent,agent,CBS's 60 Minutes,aired,"a report about Alar, a pesticide that the government kept on the market even though it was a probable human carcinogen"
""" I'm not going to drop him, "" says Greater Media CEO Peter Smyth, who airs Imus on WTKK in Boston. ",transitive,transitive,causative,causative,animate,animate,agent,agent,Greater Media CEO Peter Smyth,airs,Imus
"When the last seconds tick off the clock Tuesday night and "" The Shield "" airs its final episode ever, you can climb slowly into the shower and take a long hot one.",transitive,intransitive,causative,anticausative,inanimate,inanimate,agent,patient,"""The Shield""",airs,
"She aired a video that showed Alex answering questions about the color, shape, and number of objects, and so on.",transitive,transitive,causative,causative,animate,animate,agent,agent,She,aired,a video
This isn't a good show or a fresh one -- ABC aired a version in 2003 -- but I enjoy watching D-listers in the heat and dirt.,transitive,transitive,causative,causative,animate,animate,agent,agent,ABC,aired,a version
"The keeper of the silver briefcases will emcee the inaugural Game Show Awards, airing June 6 on GSN.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,June 6,airing,
It first aired in 1950 [...],intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,It,aired,
"Tedisco aired an ad last week on the AIG bonuses, arguing that because Murphy supported the stimulus he "" supported a loophole letting AIG executives keep their bonuses. """,transitive,transitive,causative,causative,animate,animate,agent,agent,Tedisco,aired,an ad
"Ken Burns? s documentaries, from the classic Civil War series to his one on World War II, are aired repeatedly.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,Ken Burns? s documentaries,aired,
"Now, McGuire told the group that he wanted to air a story on King, the incapacitated head coach, during NBC? s pregame segment on Monday night. ",transitive,transitive,causative,causative,animate,animate,agent,agent,he,air,"a story on King, the incapacitated head coach"
"The official launch date was September 7, and the channel? s founder, Bill Rasmussen, had signed a deal a few weeks before with NCAA executive director Walter Byers to broadcast all the NCAA championship contests that were not being aired by one of the big three networks. ",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,NCAA championship contests,aired,
"Oh, come on, she's just like your bass player when they taped that behind the music episode that almost aired.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,that behind the music episode,aired,
It already aired.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,It,aired,
""" Lost "" got canceled, and they're never gon na air the finale?",transitive,transitive,causative,causative,animate,animate,agent,agent,they,air,the finale
"Late twentieth century, maybe early twenty-first depending on how long your cling-on show aired.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,show,aired,
"The program being aired, the movie Judgment at Nuremberg, was nominally about a trial of Nazi judges, but was really about the complicity of ordinary people in systematic evil.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,The program,aired,
"After it aired, message boards exploded with women writing in about how turned on they were by watching two vampires go at it naked in front of a roaring fire.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,aired,
"Survivorman, which aired from 2005 to 2008 on the Science Channel, and the Discovery Channel's Man vs. Wild, starring Bear Grylls, each pit one man against the elements.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Survivorman,aired,
"In July, Al Jazeera aired an audio recording that the CIA confirmed featured Saddam urging Iraqis to resist the "" infidel invaders.",transitive,transitive,causative,causative,animate,animate,agent,agent,Al Jazeera,aired,an audio recording
"I mean the first season of "" survivor "" aired when i was 12 years old.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,"the first season of ""survivor""",aired,
This movie only aired once.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,This movie,aired,
"So the plan changed: instead of being a Mexican television network aired in the U.S., SIN would be a U.S. network in Spanish that addressed the particular needs of Hispanics in America. ",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,Mexican television network,aired,
"They would still air the telenovelas from Mexico, but they would also produce original content and cover local news.",transitive,transitive,causative,causative,animate,animate,agent,agent,They,air,the telenovelas from Mexico
But Univision aired the piece anyway.,transitive,transitive,causative,causative,animate,animate,agent,agent,Univision,aired,the piece
"You may stumble on spoilers posted by viewers who already watched the season in Britain, where it just aired.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,aired,
"Brooks (above, on Mad About You and with Carl Reiner performing their classic "" 2000 Year Old Man "" act) reflects on his career in HBO' s Mel Brooks Strikes Back!, airing Dec. 10.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Mel Brooks Strikes Back!,airing,
"He said it on the Today show the following morning, in what the network breathlessly promoted as an exclusive interview, which aired seven minutes before Good Morning America's breathlessly promoted exclusive interview with Mr. Murphy.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,interview,aired,
The live-streamed taste test aired on more than a thousand TV channels around the world. ,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,The live-streamed taste test,aired,
"After Drew auditioned for a failed reality show called Realtor Idol, the brothers hit their stride in 2011 when HGTV aired Property Brothers (and as of this summer, a second show, Brother vs. Brother), where they guide couples through the home-buying and renovation process.",transitive,transitive,causative,causative,animate,animate,agent,agent,HGTV,aired,Property Brothers
"After rejoining GMA Feb. 20, Roberts will reflect on her recovery during a special edition of 20/20, airing Feb. 22.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,a special edition of 20/20,airing,
The terms of her deal changed after the show aired.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the show,aired,
What idiot is still airing these commercials?,transitive,transitive,causative,causative,animate,animate,agent,agent,What idiot,airing,these commercials
"Actually, this just aired two minutes ago.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,this,aired,
